,DNA_loc,TSS
332,-1668.0,1.5904128340921055
333,-1667.0,1.5878608814147233
334,-1666.0,1.58428443123045
335,-1665.0,1.5891195143857042
336,-1664.0,1.5933723559106816
337,-1663.0,1.5919006472792592
338,-1662.0,1.595693889559912
339,-1661.0,1.5937563876242682
340,-1660.0,1.5899173093003809
341,-1659.0,1.5938889405060548
342,-1658.0,1.5948812289014833
343,-1657.0,1.599293877171792
344,-1656.0,1.5942506736040136
345,-1655.0,1.5918312738084177
346,-1654.0,1.5938331939669856
347,-1653.0,1.5984849329493016
348,-1652.0,1.603364613335811
349,-1651.0,1.5994549227291026
350,-1650.0,1.6019833379788782
351,-1649.0,1.5993322803431507
352,-1648.0,1.6029991638019139
353,-1647.0,1.6036371519712596
354,-1646.0,1.6054557279568893
355,-1645.0,1.6056502214376411
356,-1644.0,1.607103347889374
357,-1643.0,1.606745331227353
358,-1642.0,1.6105683049955093
359,-1641.0,1.617881012109387
360,-1640.0,1.6196264981882373
361,-1639.0,1.6228486481464275
362,-1638.0,1.6170051720400136
363,-1637.0,1.6187853448542846
364,-1636.0,1.6159720028492675
365,-1635.0,1.6126718077363806
366,-1634.0,1.6144024280714795
367,-1633.0,1.6185301495865465
368,-1632.0,1.6139428288271547
369,-1631.0,1.6165889312149648
370,-1630.0,1.6194728855028027
371,-1629.0,1.6212084610858184
372,-1628.0,1.6230679178667657
373,-1627.0,1.6268723094552324
374,-1626.0,1.625043822973768
375,-1625.0,1.6266641890427078
376,-1624.0,1.6224001982099168
377,-1623.0,1.6292768435070766
378,-1622.0,1.6285149741397997
379,-1621.0,1.6276465669423021
380,-1620.0,1.629413112824801
381,-1619.0,1.6252370776425409
382,-1618.0,1.6251738982315957
383,-1617.0,1.6297525473071321
384,-1616.0,1.636190653163616
385,-1615.0,1.6365536250735544
386,-1614.0,1.635407723992691
387,-1613.0,1.638003035089349
388,-1612.0,1.6336164018706059
389,-1611.0,1.6368125367772304
390,-1610.0,1.6417653070705194
391,-1609.0,1.6376945709065005
392,-1608.0,1.6402081204125245
393,-1607.0,1.6322834401808666
394,-1606.0,1.6359391743318157
395,-1605.0,1.6400557465390688
396,-1604.0,1.6405673758865247
397,-1603.0,1.6448449936510885
398,-1602.0,1.6408374368980148
399,-1601.0,1.642840595868562
400,-1600.0,1.6438242125801354
401,-1599.0,1.6478045154696646
402,-1598.0,1.6470537954102016
403,-1597.0,1.6474229613800364
404,-1596.0,1.647000526495091
405,-1595.0,1.6501768404100465
406,-1594.0,1.6519086995571246
407,-1593.0,1.6550676701043698
408,-1592.0,1.6552782681408529
409,-1591.0,1.6554033881507635
410,-1590.0,1.660316516460714
411,-1589.0,1.6594270494595682
412,-1588.0,1.6647489857226918
413,-1587.0,1.6642869088544086
414,-1586.0,1.6662454705937004
415,-1585.0,1.6710471058255132
416,-1584.0,1.6738431044628201
417,-1583.0,1.6727157855616464
418,-1582.0,1.6804670321162005
419,-1581.0,1.6919074607451454
420,-1580.0,1.6900888847595155
421,-1579.0,1.690201616649633
422,-1578.0,1.6887906098051966
423,-1577.0,1.6882331444145064
424,-1576.0,1.6897420174053082
425,-1575.0,1.6901954225897364
426,-1574.0,1.6997739168137755
427,-1573.0,1.700948310570163
428,-1572.0,1.7055096162779895
429,-1571.0,1.7090327975471522
430,-1570.0,1.715947846015671
431,-1569.0,1.7191291151785437
432,-1568.0,1.7198315215708135
433,-1567.0,1.7174430920747001
434,-1566.0,1.718010467961225
435,-1565.0,1.7172659419616587
436,-1564.0,1.7219275914398091
437,-1563.0,1.7258348044225587
438,-1562.0,1.7282368608504444
439,-1561.0,1.7242714237046672
440,-1560.0,1.7272557217628293
441,-1559.0,1.7315593545789587
442,-1558.0,1.733587289789092
443,-1557.0,1.7437108612840284
444,-1556.0,1.7425996469385858
445,-1555.0,1.741774598160364
446,-1554.0,1.7433503669980486
447,-1553.0,1.738095326581808
448,-1552.0,1.740170336647155
449,-1551.0,1.7400241568335966
450,-1550.0,1.7388807333766918
451,-1549.0,1.7424324073213786
452,-1548.0,1.746262813961411
453,-1547.0,1.7478782247824336
454,-1546.0,1.7467694880609494
455,-1545.0,1.7439264145684288
456,-1544.0,1.7428077673511102
457,-1543.0,1.7458502895723003
458,-1542.0,1.745452630926941
459,-1541.0,1.748257301248103
460,-1540.0,1.7478980457741025
461,-1539.0,1.751224255938555
462,-1538.0,1.749341261730001
463,-1537.0,1.749850413453498
464,-1536.0,1.7548069001827247
465,-1535.0,1.7503261172535536
466,-1534.0,1.750858806404658
467,-1533.0,1.7504115952801262
468,-1532.0,1.7457041097587414
469,-1531.0,1.741090773947784
470,-1530.0,1.7457895877853138
471,-1529.0,1.746127783455666
472,-1528.0,1.743717055343925
473,-1527.0,1.74565207965561
474,-1526.0,1.7467781597448047
475,-1525.0,1.7464189042708043
476,-1524.0,1.7375044132676762
477,-1523.0,1.742957663600607
478,-1522.0,1.7450178079222025
479,-1521.0,1.740952027006101
480,-1520.0,1.7370720678868963
481,-1519.0,1.73978382730961
482,-1518.0,1.7371179039301308
483,-1517.0,1.7387791507943882
484,-1516.0,1.7446251045247605
485,-1515.0,1.7434544272043109
486,-1514.0,1.7398953203877479
487,-1513.0,1.735477716869522
488,-1512.0,1.7374288457369382
489,-1511.0,1.7452160178388925
490,-1510.0,1.7406088760878315
491,-1509.0,1.7479983895444269
492,-1508.0,1.7488234383226484
493,-1507.0,1.7417572547926536
494,-1506.0,1.743823593174146
495,-1505.0,1.7456483632196722
496,-1504.0,1.748948558332559
497,-1503.0,1.7495184118430425
498,-1502.0,1.7540115828920064
499,-1501.0,1.7568744773761962
500,-1500.0,1.7581182446034251
501,-1499.0,1.7522673356251353
502,-1498.0,1.7530031899408467
503,-1497.0,1.7555712471739602
504,-1496.0,1.7542420019201583
505,-1495.0,1.7561423394964228
506,-1494.0,1.7565709684412647
507,-1493.0,1.751992319365728
508,-1492.0,1.7550955433739042
509,-1491.0,1.7533983709622472
510,-1490.0,1.7469763696614946
511,-1489.0,1.745735080058224
512,-1488.0,1.746068320480659
513,-1487.0,1.7509925980984233
514,-1486.0,1.7535011923565298
515,-1485.0,1.7533327139273436
516,-1484.0,1.7508142091734027
517,-1483.0,1.7516516460714173
518,-1482.0,1.7502270122952088
519,-1481.0,1.7467310848895907
520,-1480.0,1.7433999194772212
521,-1479.0,1.74035987487999
522,-1478.0,1.7400538883211
523,-1477.0,1.7436885626684009
524,-1476.0,1.7448319861253059
525,-1475.0,1.7447440304747746
526,-1474.0,1.7499408467279878
527,-1473.0,1.746394128031218
528,-1472.0,1.7389476292235744
529,-1471.0,1.7366508718139304
530,-1470.0,1.7356077921273498
531,-1469.0,1.7377831459630213
532,-1468.0,1.733128929356747
533,-1467.0,1.7332986465979126
534,-1466.0,1.7267750627148564
535,-1465.0,1.731771191427421
536,-1464.0,1.7336083495927403
537,-1463.0,1.7310898448387995
538,-1462.0,1.7296082257115426
539,-1461.0,1.7280188299420856
540,-1460.0,1.7269113320325806
541,-1459.0,1.720799033726656
542,-1458.0,1.7222311003747406
543,-1457.0,1.7306129022267644
544,-1456.0,1.73233113444207
545,-1455.0,1.7291535817151351
546,-1454.0,1.7256229675740962
547,-1453.0,1.7253467125027098
548,-1452.0,1.7212152745517046
549,-1451.0,1.7210975874136702
550,-1450.0,1.7239282727863978
551,-1449.0,1.7305571556876955
552,-1448.0,1.7293406423240112
553,-1447.0,1.7292886122208802
554,-1446.0,1.7322976865186284
555,-1445.0,1.7335092446343954
556,-1444.0,1.7344457864907554
557,-1443.0,1.7340208739818515
558,-1442.0,1.7336405587042025
559,-1441.0,1.733360587196878
560,-1440.0,1.7366991854811233
561,-1439.0,1.7413818947629223
562,-1438.0,1.7447390752268572
563,-1437.0,1.7462467094056797
564,-1436.0,1.7393440490569543
565,-1435.0,1.7419381213416334
566,-1434.0,1.7422564960203164
567,-1433.0,1.7414933878410603
568,-1432.0,1.7460992907801418
569,-1431.0,1.7470172504568118
570,-1430.0,1.747395088110502
571,-1429.0,1.7548762736535661
572,-1428.0,1.7574864504939762
573,-1427.0,1.7545566601629037
574,-1426.0,1.7563455046610301
575,-1425.0,1.7620452785778438
576,-1424.0,1.75938802688222
577,-1423.0,1.7548614079098144
578,-1422.0,1.7621542940320232
579,-1421.0,1.7642367369692464
580,-1420.0,1.7665644646783734
581,-1419.0,1.7633869119514385
582,-1418.0,1.7689244014989625
583,-1417.0,1.7667527640992289
584,-1416.0,1.7689615658583417
585,-1415.0,1.7654953699402274
586,-1414.0,1.7627402520982376
587,-1413.0,1.7709820681965993
588,-1412.0,1.770500170336647
589,-1411.0,1.7687274303942517
590,-1410.0,1.7707194400569852
591,-1409.0,1.7744395924308585
592,-1408.0,1.7719334757967107
593,-1407.0,1.7680820093530305
594,-1406.0,1.7694385084703768
595,-1405.0,1.7705026479606056
596,-1404.0,1.7679147697358233
597,-1403.0,1.7727337483353462
598,-1402.0,1.7777819071510421
599,-1401.0,1.7811205054352874
600,-1400.0,1.7792251231069403
601,-1399.0,1.7763374523831645
602,-1398.0,1.7750255504970733
603,-1397.0,1.7746130261079625
604,-1396.0,1.7735959614729473
605,-1395.0,1.7771228591780481
606,-1394.0,1.7800315897054724
607,-1393.0,1.7863098888166247
608,-1392.0,1.7844169841122361
609,-1391.0,1.784255938554926
610,-1390.0,1.7864473969463284
611,-1389.0,1.7840713555700083
612,-1388.0,1.7864387252624734
613,-1387.0,1.7859233794790794
614,-1386.0,1.789218619344049
615,-1385.0,1.795083155254111
616,-1384.0,1.801490290811112
617,-1383.0,1.8009910495834494
618,-1382.0,1.8005909133141316
619,-1381.0,1.8031317166837002
620,-1380.0,1.8081773978754374
621,-1379.0,1.8055486388553375
622,-1378.0,1.806129641673635
623,-1377.0,1.803774660100963
624,-1376.0,1.7992356530087643
625,-1375.0,1.798816934559757
626,-1374.0,1.7960110254266157
627,-1373.0,1.804453529065626
628,-1372.0,1.802734058038341
629,-1371.0,1.8062448511877107
630,-1370.0,1.8051906221933167
631,-1369.0,1.8052946823995786
632,-1368.0,1.8061370745455108
633,-1367.0,1.8086469076155967
634,-1366.0,1.8126049118894978
635,-1365.0,1.815549567964322
636,-1364.0,1.8216915977577504
637,-1363.0,1.8166112298305925
638,-1362.0,1.8200278732695345
639,-1361.0,1.824514850258602
640,-1360.0,1.8253560035925547
641,-1359.0,1.8260584099848245
642,-1358.0,1.8228374988386138
643,-1357.0,1.825452630926941
644,-1356.0,1.8182130137198427
645,-1355.0,1.8224001982099165
646,-1354.0,1.8289844838799592
647,-1353.0,1.8277531047725228
648,-1352.0,1.8253584812165133
649,-1351.0,1.8268326674718942
650,-1350.0,1.8247997770138438
651,-1349.0,1.826374307039549
652,-1348.0,1.8304834463749264
653,-1347.0,1.83060237232494
654,-1346.0,1.836040756914119
655,-1345.0,1.8335779986992473
656,-1344.0,1.8368992536157824
657,-1343.0,1.8391105329988542
658,-1342.0,1.8426721174393754
659,-1341.0,1.8493381647000524
660,-1340.0,1.8482368608504443
661,-1339.0,1.8519012666852486
662,-1338.0,1.850448140233516
663,-1337.0,1.8481749202514788
664,-1336.0,1.8424974449502927
665,-1335.0,1.842078726501285
666,-1334.0,1.841263588218898
667,-1333.0,1.8471739601721946
668,-1332.0,1.8463687323856421
669,-1331.0,1.8478416798290438
670,-1330.0,1.8451782340735234
671,-1329.0,1.8498832419709499
672,-1328.0,1.8554591346898324
673,-1327.0,1.860736473721701
674,-1326.0,1.8689832450679797
675,-1325.0,1.8676403728824058
676,-1324.0,1.8707225370869336
677,-1323.0,1.8670209668927498
678,-1322.0,1.8675685217876057
679,-1321.0,1.8678138065595093
680,-1320.0,1.8693994858930285
681,-1319.0,1.8712205395026167
682,-1318.0,1.8700424293102913
683,-1317.0,1.867407476230295
684,-1316.0,1.8699804887113256
685,-1315.0,1.8716008547802656
686,-1314.0,1.8713828238719068
687,-1313.0,1.8770119855058998
688,-1312.0,1.8747511536436556
689,-1311.0,1.8759416519557743
690,-1310.0,1.8789928458608194
691,-1309.0,1.8810059153272012
692,-1308.0,1.8832692248134038
693,-1307.0,1.8788937409024744
694,-1306.0,1.8850072780203784
695,-1305.0,1.8878478738889404
696,-1304.0,1.8869584068877945
697,-1303.0,1.8869076155966427
698,-1302.0,1.8893431199479698
699,-1301.0,1.883337359472266
700,-1300.0,1.88651615101118
701,-1299.0,1.8868989439127875
702,-1298.0,1.882428071479451
703,-1297.0,1.8834538077983214
704,-1296.0,1.8830623432128588
705,-1295.0,1.8860454024590418
706,-1294.0,1.8805004800396419
707,-1293.0,1.878840471987364
708,-1292.0,1.8802415683359657
709,-1291.0,1.8718758710396728
710,-1290.0,1.8739038062498063
711,-1289.0,1.8713729133760721
712,-1288.0,1.8719873641178109
713,-1287.0,1.8741713896373375
714,-1286.0,1.8771891356189414
715,-1285.0,1.8748230047384558
716,-1284.0,1.8715760785406792
717,-1283.0,1.8721459320511629
718,-1282.0,1.8755724859859395
719,-1281.0,1.8730230109325157
720,-1280.0,1.8718833039115486
721,-1279.0,1.8718436619282106
722,-1278.0,1.8703583263650159
723,-1277.0,1.8702530273467746
724,-1276.0,1.8694279785685526
725,-1275.0,1.870366998048871
726,-1274.0,1.8724382916782805
727,-1273.0,1.8745715259066555
728,-1272.0,1.884183468054136
729,-1271.0,1.8847979187958748
730,-1270.0,1.8823388770169405
731,-1269.0,1.886500046455449
732,-1268.0,1.8890458050729348
733,-1267.0,1.8920561181826627
734,-1266.0,1.8895438074886184
735,-1265.0,1.8884152497754652
736,-1264.0,1.886928675400291
737,-1263.0,1.881290842082443
738,-1262.0,1.8855610269751306
739,-1261.0,1.8837176747499147
740,-1260.0,1.8836569729629284
741,-1259.0,1.8797980736473718
742,-1258.0,1.8793929821301372
743,-1257.0,1.8858409984824551
744,-1256.0,1.8862547616835454
745,-1255.0,1.881088915729815
746,-1254.0,1.879022577348323
747,-1253.0,1.879380594010344
748,-1252.0,1.88140357397256
749,-1251.0,1.8903824831986125
750,-1250.0,1.891259562079965
751,-1249.0,1.8957688376846602
752,-1248.0,1.8952027006101149
753,-1247.0,1.8967673201399857
754,-1246.0,1.8944086221313758
755,-1245.0,1.8918368484623245
756,-1244.0,1.8979578184521042
757,-1243.0,1.898858434761064
758,-1242.0,1.8946080708600452
759,-1241.0,1.897972684195856
760,-1240.0,1.9007996531326457
761,-1239.0,1.9019331660937162
762,-1238.0,1.9014748056613706
763,-1237.0,1.8988683452568984
764,-1236.0,1.9055913778686238
765,-1235.0,1.9089659017002691
766,-1234.0,1.9139248660534547
767,-1233.0,1.9146830189847934
768,-1232.0,1.9131766236179502
769,-1231.0,1.914287837963393
770,-1230.0,1.9136696707857164
771,-1229.0,1.920361733097959
772,-1228.0,1.916473102294899
773,-1227.0,1.9142444795441171
774,-1226.0,1.91512155842547
775,-1225.0,1.9208968998730216
776,-1224.0,1.9223376382049613
777,-1223.0,1.9239864969494254
778,-1222.0,1.9232927622410108
779,-1221.0,1.9212462448511876
780,-1220.0,1.9267787791507942
781,-1219.0,1.9245712162036606
782,-1218.0,1.9281674873796029
783,-1217.0,1.9276385146644368
784,-1216.0,1.9313202638669515
785,-1215.0,1.9336690513797268
786,-1214.0,1.9335773792932576
787,-1213.0,1.9418947629223575
788,-1212.0,1.9445495369940224
789,-1211.0,1.946597293195825
790,-1210.0,1.9498628015732913
791,-1209.0,1.9532001610455572
792,-1208.0,1.956679983895444
793,-1207.0,1.9578308402242248
794,-1206.0,1.9601474186255379
795,-1205.0,1.9634092105670662
796,-1204.0,1.9641909009260117
797,-1203.0,1.9688302517885348
798,-1202.0,1.9676558580321473
799,-1201.0,1.9626671621914582
800,-1200.0,1.969530180556846
801,-1199.0,1.970345318839233
802,-1198.0,1.975124655455418
803,-1197.0,1.9769729629285513
804,-1196.0,1.9803536808200934
805,-1195.0,1.9850611663414786
806,-1194.0,1.9823518845427233
807,-1193.0,1.9864089937749696
808,-1192.0,1.9939013286258478
809,-1191.0,1.9977664220013007
810,-1190.0,1.995233051503608
811,-1189.0,1.9909802099786305
812,-1188.0,1.9995701322431787
813,-1187.0,2.0008993774969803
814,-1186.0,1.9948589302858557
815,-1185.0,1.9982198271857288
816,-1184.0,1.9960717272136022
817,-1183.0,1.999484654216606
818,-1182.0,2.0042726625166463
819,-1181.0,2.0059524915605933
820,-1180.0,2.008846356344266
821,-1179.0,2.0020192635262783
822,-1178.0,2.0075617083217194
823,-1177.0,2.007501006534733
824,-1176.0,2.0062906872309454
825,-1175.0,1.999371922326489
826,-1174.0,2.001387469416829
827,-1173.0,1.9995094304561924
828,-1172.0,1.9953346340859115
829,-1171.0,1.9951277524853663
830,-1170.0,1.993607730186751
831,-1169.0,1.9950596178265043
